,_class_name,_library,_group,_path,_lines
812,trapezoid_gen,scipy,Other,scipy-1.13.1/scipy/stats/_continuous_distns.py,104
813,ConvLSTM3D,keras,TensorFlow/Keras,keras-3.3.3/keras/src/layers/rnn/conv_lstm3d.py,178
814,OdeSolution,scipy,Other,scipy-1.13.1/scipy/integrate/_ivp/common.py,121
815,MultinomialQMC,scipy,Other,scipy-1.13.1/scipy/stats/_qmc.py,91
816,Adadelta,tfkeras,TensorFlow/Keras,tf-keras-2.16.0/tf_keras/optimizers/legacy/adadelta.py,134
817,RandomCrop,keras,TensorFlow/Keras,keras-3.3.3/keras/src/layers/preprocessing/random_crop.py,165
818,PreprocessingStage,tfkeras,TensorFlow/Keras,tf-keras-2.16.0/tf_keras/layers/preprocessing/preprocessing_stage.py,71
819,truncnorm_gen,scipy,Other,scipy-1.13.1/scipy/stats/_continuous_distns.py,232
820,Sum,tfkeras,TensorFlow/Keras,tf-keras-2.16.0/tf_keras/metrics/base_metric.py,36
821,Hinge,keras,TensorFlow/Keras,keras-3.3.3/keras/src/losses/losses.py,24
822,PlaceHolderLayoutEngine,matplotlib,Other,matplotlib-3.9.0/lib/matplotlib/layout_engine.py,24
823,RandomFlip,tfkeras,TensorFlow/Keras,tf-keras-2.16.0/tf_keras/layers/preprocessing/image_preprocessing.py,94
824,_BivariateSplineBase,scipy,Other,scipy-1.13.1/scipy/interpolate/_fitpack2.py,212
825,Morphism,sympy,Other,sympy-sympy-1.12.1/sympy/categories/baseclasses.py,105
826,_MultimetricScorer,sklearn,scikit-learn,scikit-learn-1.5.0/sklearn/metrics/_scorer.py,96
827,CartesianComplexRegion,sympy,Other,sympy-sympy-1.12.1/sympy/sets/fancysets.py,52
828,DirectoryIterator,tfkeras,TensorFlow/Keras,tf-keras-2.16.0/tf_keras/preprocessing/image.py,173
829,SelectorMixin,sklearn,scikit-learn,scikit-learn-1.5.0/sklearn/feature_selection/_base.py,171
830,argus_gen,scipy,Other,scipy-1.13.1/scipy/stats/_continuous_distns.py,200
831,AUC,tfkeras,TensorFlow/Keras,tf-keras-2.16.0/tf_keras/metrics/confusion_metrics.py,537
832,KMeans,sklearn,scikit-learn,scikit-learn-1.5.0/sklearn/cluster/_kmeans.py,368
833,KLDivergence,keras,TensorFlow/Keras,keras-3.3.3/keras/src/metrics/probabilistic_metrics.py,45
834,VocabularySavedModelSaver,tfkeras,TensorFlow/Keras,tf-keras-2.16.0/tf_keras/saving/legacy/saved_model/layer_serialization.py,24
835,RandomizedSearchCV,sklearn,scikit-learn,scikit-learn-1.5.0/sklearn/model_selection/_search.py,389
836,BaseDenseAttention,tfkeras,TensorFlow/Keras,tf-keras-2.16.0/tf_keras/layers/attention/base_dense_attention.py,215
837,IntegerPowerable,sympy,Other,sympy-sympy-1.12.1/sympy/polys/polyutils.py,57
838,UnionMultiInner,networkx,Other,networkx-networkx-3.3/networkx/classes/coreviews.py,29
839,udivisor_sigma,sympy,Other,sympy-sympy-1.12.1/sympy/ntheory/factor_.py,63
840,RadialConstraint,tfkeras,TensorFlow/Keras,tf-keras-2.16.0/tf_keras/constraints.py,85
841,SymPyDeprecationWarning,sympy,Other,sympy-sympy-1.12.1/sympy/utilities/exceptions.py,84
842,BaseLoss,sklearn,scikit-learn,scikit-learn-1.5.0/sklearn/_loss/loss.py,443
843,Adadelta,tfkeras,TensorFlow/Keras,tf-keras-2.16.0/tf_keras/optimizers/adadelta.py,134
844,MultiOutputClassifier,sklearn,scikit-learn,scikit-learn-1.5.0/sklearn/multioutput.py,175
845,powm1,sympy,Other,sympy-sympy-1.12.1/sympy/codegen/scipy_nodes.py,32
846,fresnelc,sympy,Other,sympy-sympy-1.12.1/sympy/functions/special/error_functions.py,154
847,GraphicalLassoCV,sklearn,scikit-learn,scikit-learn-1.5.0/sklearn/covariance/_graph_lasso.py,426
848,AdditiveAttention,keras,TensorFlow/Keras,keras-3.3.3/keras/src/layers/attention/additive_attention.py,97
849,LightSource,matplotlib,Other,matplotlib-3.9.0/lib/matplotlib/colors.py,428
850,LabelSpreading,sklearn,scikit-learn,scikit-learn-1.5.0/sklearn/semi_supervised/_label_propagation.py,138
851,PrefixLoader,jinja,Flask,jinja-3.1.4/src/jinja2/loaders.py,61
852,AdditiveChi2Sampler,sklearn,scikit-learn,scikit-learn-1.5.0/sklearn/kernel_approximation.py,253
853,TrapezoidMapTriFinder,matplotlib,Other,matplotlib-3.9.0/lib/matplotlib/tri/_trifinder.py,70
854,ModelCheckpoint,keras,TensorFlow/Keras,keras-3.3.3/keras/src/callbacks/model_checkpoint.py,402
855,environ_property,werkzeug,Flask,werkzeug-3.0.3/src/werkzeug/utils.py,25
856,CSVLogger,tfkeras,TensorFlow/Keras,tf-keras-2.16.0/tf_keras/callbacks.py,90
857,RandomZoom,keras,TensorFlow/Keras,keras-3.3.3/keras/src/layers/preprocessing/random_zoom.py,256
858,CategoryEncoding,tfkeras,TensorFlow/Keras,tf-keras-2.16.0/tf_keras/layers/preprocessing/category_encoding.py,189
859,ScaleBase,matplotlib,Other,matplotlib-3.9.0/lib/matplotlib/scale.py,58
860,QuantileTestResult,scipy,Other,scipy-1.13.1/scipy/stats/_stats_py.py,98
861,OddPredicate,sympy,Other,sympy-sympy-1.12.1/sympy/assumptions/predicates/ntheory.py,29
862,CenterCrop,tfkeras,TensorFlow/Keras,tf-keras-2.16.0/tf_keras/layers/preprocessing/image_preprocessing.py,73
863,ExponentialDecay,tfkeras,TensorFlow/Keras,tf-keras-2.16.0/tf_keras/optimizers/schedules/learning_rate_schedule.py,105
864,SparseCoder,sklearn,scikit-learn,scikit-learn-1.5.0/sklearn/decomposition/_dict_learning.py,208
865,GraphExecutionFunction,tfkeras,TensorFlow/Keras,tf-keras-2.16.0/tf_keras/backend.py,215
866,MinMaxNorm,tfkeras,TensorFlow/Keras,tf-keras-2.16.0/tf_keras/constraints.py,57
867,MiniBatchDictionaryLearning,sklearn,scikit-learn,scikit-learn-1.5.0/sklearn/decomposition/_dict_learning.py,596
868,lucas,sympy,Other,sympy-sympy-1.12.1/sympy/functions/combinatorial/numbers.py,43
869,MappedQueue,networkx,Other,networkx-networkx-3.3/networkx/utils/mapped_queue.py,207
870,VarianceMatrix,sympy,Other,sympy-sympy-1.12.1/sympy/stats/symbolic_multivariate_probability.py,87
871,KFold,sklearn,scikit-learn,scikit-learn-1.5.0/sklearn/model_selection/_split.py,94
872,Lars,sklearn,scikit-learn,scikit-learn-1.5.0/sklearn/linear_model/_least_angle.py,286
